,slab,eta,pH,dict_ads,R_CO(g),R_CH2O(g),R_CH3OH(l),R_CH4(g)
190,Cd1Cu3,-0.4,1,"{'*CO': 0.9999998868735234, '*CHO': 3.336691990882827e-10, '*COH': 2.644193211874647e-11, '*CH2O': 3.4492937838359406e-16, '*CHOH': 7.638637301611698e-16, '*C': 1.0781098648165855e-07, '*CH3O': 8.192892692044922e-13, '*CH2OH': 3.8673211580663204e-17, '*CH': 2.2288347607204215e-09, '*O': 1.3216586776478533e-21, '*CH3OH': 1.4692740686258838e-18, '*CH2': 4.009154505824049e-13, '*OH': 6.037011831086073e-15, '*CH3': 2.725312572975339e-09, '*H2O': 8.756313146396325e-22, '*CH4': 3.884146041907597e-15}",-0.0026819398294647095,6.84727364420806e-06,2.8486865477885665e-08,0.0023647434229100562
191,Cd1Cu3,-0.4,2,"{'*CO': 0.9999999814061701, '*CHO': 4.5913735970200984e-11, '*COH': 3.3691407580420506e-12, '*CH2O': 1.771722176874728e-17, '*CHOH': 6.000650779670723e-17, '*C': 1.784945365583665e-08, '*CH3O': 5.4695729262054237e-14, '*CH2OH': 2.6907522957310603e-18, '*CH': 3.42653930556123e-10, '*O': 5.851065306494449e-23, '*CH3OH': 3.871165357740061e-20, '*CH2': 4.6302708989315757e-14, '*OH': 4.135452645785271e-16, '*CH3': 3.5233763420829396e-10, '*H2O': 7.767034641445984e-23, '*CH4': 2.359226451797283e-16}",7.693685674942422e-05,3.517087069655725e-07,7.505568167532385e-10,0.00014363427637155735
192,Cd1Cu3,-0.4,3,"{'*CO': 0.9999999974531005, '*CHO': 4.808054404638085e-12, '*COH': 3.570307365562992e-13, '*CH2O': 6.740108233091603e-19, '*CHOH': 3.557458347293325e-18, '*C': 2.46017346838609e-09, '*CH3O': 2.710427452994082e-15, '*CH2OH': 1.4129862165117822e-19, '*CH': 4.3935846060913185e-11, '*O': 1.959655094985233e-24, '*CH3OH': 7.520265228394261e-22, '*CH2': 4.47442982035014e-15, '*OH': 2.1198974911721304e-17, '*CH3': 3.761793480213056e-11, '*H2O': 2.934505453892626e-23, '*CH4': 1.1610881969316637e-17}",7.693685798402463e-05,1.33799462602554e-08,1.458058700509447e-11,7.068929752765266e-06
193,Cd1Cu3,-0.4,4,"{'*CO': 0.9999999996675513, '*CHO': 4.827485469181531e-13, '*COH': 3.602546318007208e-14, '*CH2O': 2.393617689120613e-20, '*CHOH': 2.0051494970983946e-19, '*C': 3.2317284744291833e-10, '*CH3O': 1.256584878115403e-16, '*CH2OH': 7.044780698403355e-21, '*CH': 5.110936221790555e-12, '*O': 6.291440771884906e-26, '*CH3OH': 1.3675773071135233e-23, '*CH2': 4.1425350549470423e-16, '*OH': 1.0342323941534067e-18, '*CH3': 3.645827843950531e-12, '*H2O': 2.6975243015578154e-23, '*CH4': 5.300761921668742e-19}",7.693685815439751e-05,4.751626374602055e-10,2.651512853200148e-13,3.227206473468314e-07
194,Cd1Cu3,-0.4,5,"{'*CO': 0.9999999999569879, '*CHO': 4.816098939856845e-14, '*COH': 3.5943831635102836e-15, '*CH2O': 8.225300165752909e-22, '*CHOH': 1.1126313851081352e-20, '*C': 4.202028428008735e-11, '*CH3O': 5.649204563099433e-18, '*CH2OH': 3.450871020746599e-22, '*CH': 5.912138661623903e-13, '*O': 1.2132489115658343e-27, '*CH3OH': 2.4676996821878656e-25, '*CH2': 3.815977738005224e-17, '*OH': 1.0964582348300672e-20, '*CH3': 3.4889792555214656e-13, '*H2O': 2.686712568421309e-23, '*CH4': 2.3310244124409037e-20}",7.693685817666586e-05,1.632823545056981e-11,4.7844735293022056e-15,1.41917278477722e-08
195,Cd1Cu3,-0.4,6,"{'*CO': 0.9999999999944277, '*CHO': 4.7997434376498764e-15, '*COH': 3.577699817655481e-16, '*CH2O': 2.749976591091211e-23, '*CHOH': 6.078242159748434e-22, '*C': 5.4613657714777056e-12, '*CH3O': 2.4725946331296074e-19, '*CH2OH': 1.6603665599262398e-23, '*CH': 7.16839438238564e-14, '*O': -2.111747914423658e-27, '*CH3OH': 5.892173399158756e-27, '*CH2': 3.528808025577176e-18, '*OH': -1.5405128282753842e-19, '*CH3': 3.4162791898360377e-14, '*H2O': 2.6862403562834435e-23, '*CH4': 9.961225824540852e-22}",7.693685817954636e-05,5.459042753217562e-13,1.142397831544053e-16,6.064587100205369e-10
196,Cd1Cu3,-0.3,0,"{'*CO': 0.9999999664744128, '*CHO': 8.961880767878697e-11, '*COH': 6.574244731504119e-12, '*CH2O': 4.705902674072996e-17, '*CHOH': 1.394530227695314e-16, '*C': 3.2113534932265435e-08, '*CH3O': 1.339194292191836e-13, '*CH2OH': 6.492407203622737e-18, '*CH': 6.30673772793716e-10, '*O': 1.6236459208955577e-22, '*CH3OH': 1.2653120179069907e-19, '*CH2': 9.308400485127738e-14, '*OH': 1.0035714551930696e-15, '*CH3': 6.849567882648968e-10, '*H2O': 1.5238733335089035e-22, '*CH4': 5.806890180551051e-16}",-0.0006127823141346506,9.34179729873681e-07,2.4532368746818506e-09,0.0003535347253032584
197,Cd1Cu3,-0.3,1,"{'*CO': 0.9999999952464618, '*CHO': 9.750417693031177e-12, '*COH': 7.216452229180149e-13, '*CH2O': 1.8755895755743484e-18, '*CHOH': 8.611719675180578e-18, '*C': 4.583444415662781e-09, '*CH3O': 6.9479177490061314e-15, '*CH2OH': 3.5520903779913587e-19, '*CH': 8.368957566614846e-11, '*O': 5.6593708385767284e-24, '*CH3OH': 2.577128604123496e-21, '*CH2': 9.299796004085691e-15, '*OH': 5.372649438948959e-17, '*CH3': 7.591588303402343e-11, '*H2O': 3.3253713596168e-23, '*CH4': 2.984248204041545e-17}",7.693685781425279e-05,3.7232766685067196e-08,4.996638641661791e-11,1.8168680932297035e-05
198,Cd1Cu3,-0.3,2,"{'*CO': 0.9999999993737609, '*CHO': 9.848647876166065e-13, '*COH': 7.343987828888662e-14, '*CH2O': 6.756296642545469e-20, '*CHOH': 4.896036085741478e-19, '*C': 6.070692586464479e-10, '*CH3O': 3.26510301147184e-16, '*CH2OH': 1.787148299022293e-20, '*CH': 1.0362812562604005e-11, '*O': 1.8204739523630863e-25, '*CH3OH': 4.744823453028935e-23, '*CH2': 8.667109907627072e-16, '*OH': 2.6218026408002467e-18, '*CH3': 7.74754432953859e-12, '*H2O': 2.7157759396636424e-23, '*CH4': 1.3852492611041679e-18}",7.693685813179422e-05,1.3412082249922198e-09,9.199450960783875e-13,8.433665677034053e-07
199,Cd1Cu3,-0.3,3,"{'*CO': 0.9999999999189613, '*CHO': 9.834397903574543e-14, '*COH': 7.341282743005839e-15, '*CH2O': 2.342939650774574e-21, '*CHOH': 2.727637459622689e-20, '*C': 7.905674072274118e-11, '*CH3O': 1.480354048671892e-17, '*CH2OH': 8.794830531703098e-22, '*CH': 1.1366677635122257e-12, '*O': 5.7692421031246044e-27, '*CH3OH': 8.523081515171508e-25, '*CH2': 7.983646056050509e-17, '*OH': 1.2462611722963113e-19, '*CH3': 7.395190861723985e-13, '*H2O': 2.6875370659723694e-23, '*CH4': 6.153013831938979e-20}",7.693685817374021e-05,4.6510242171595264e-11,1.6524886797111708e-14,3.746073928687657e-08
200,Cd1Cu3,-0.3,4,"{'*CO': 0.9999999999895117, '*CHO': 9.802613923122382e-15, '*COH': 7.309938803462696e-16, '*CH2O': 7.898740082662349e-23, '*CHOH': 1.4989526889742427e-21, '*C': 1.0269795039932839e-11, '*CH3O': 6.534758758881036e-19, '*CH2OH': 4.2600352719312956e-23, '*CH': 1.377366519833473e-13, '*O': 1.1818907328115397e-27, '*CH3OH': 1.709452851680095e-26, '*CH2': 7.371257933502444e-18, '*OH': 6.97059979589879e-20, '*CH3': 7.020994028573717e-14, '*H2O': 2.686276407226812e-23, '*CH4': 2.651860901922533e-21}",7.693685817916815e-05,1.5679973403226978e-12,3.3143546508067064e-16,1.6145042491100863e-09
201,Cd1Cu3,-0.3,5,"{'*CO': 0.9999999999986341, '*CHO': 9.767463660052737e-16, '*COH': 7.273743430755097e-17, '*CH2O': 2.592679133020566e-24, '*CHOH': 7.99821556059988e-23, '*C': 1.341142515251359e-12, '*CH3O': 2.81814187981696e-20, '*CH2OH': 2.101220282090001e-24, '*CH': 1.673138775845169e-14, '*O': 5.7017713489916046e-30, '*CH3OH': 1.1057994667629523e-27, '*CH2': 6.844111346533909e-19, '*OH': 2.6596506926492155e-22, '*CH3': 6.83894711782171e-15, '*H2O': 2.68622855800666e-23, '*CH4': 1.1124816118625883e-22}",7.693685817986999e-05,5.146787895717352e-14,2.1439676455090865e-17,6.773003393141184e-11
202,Cd1Cu3,-0.3,6,"{'*CO': 0.9999999999998136, '*CHO': 9.731276253431245e-17, '*COH': 7.238450044739752e-18, '*CH2O': 8.28798544179329e-26, '*CHOH': 3.810456120437704e-24, '*C': 1.836253616411654e-13, '*CH3O': 6.644077438724391e-23, '*CH2OH': 8.804924027378711e-26, '*CH': 2.0389527363054426e-15, '*O': -4.544137470220203e-27, '*CH3OH': 3.1137940432441153e-28, '*CH2': 6.395645804277343e-20, '*OH': -5.717799793634011e-19, '*CH3': 6.614955728326535e-16, '*H2O': 2.686215980481472e-23, '*CH4': 4.545995373064711e-24}",7.693685817996074e-05,1.64526734559733e-15,6.037146774032037e-18,2.7676899781247724e-12
203,Cd1Cu3,-0.2,0,"{'*CO': 0.9999999988234646, '*CHO': 2.007545242990464e-12, '*COH': 1.494927941875114e-13, '*CH2O': 1.9005968318591959e-19, '*CHOH': 1.1934774395221513e-18, '*C': 1.138798924467374e-09, '*CH3O': 8.457093574855605e-16, '*CH2OH': 4.525414733467388e-20, '*CH': 1.979579272611902e-11, '*O': 5.293887513432244e-25, '*CH3OH': 1.6422569931227845e-22, '*CH2': 1.8117845027641264e-15, '*OH': 6.713032876727539e-18, '*CH3': 1.578104117413462e-11, '*H2O': 2.76321440574347e-23, '*CH4': 3.6057333296103884e-18}",7.693685808945614e-05,3.7729191569707685e-09,3.184072668413635e-12,2.195240259263192e-06
204,Cd1Cu3,-0.2,1,"{'*CO': 0.9999999998475135, '*CHO': 2.0078994576330522e-13, '*COH': 1.4989366622977462e-14, '*CH2O': 6.655977748816414e-21, '*CHOH': 6.678824342829481e-20, '*C': 1.4857469527257678e-10, '*CH3O': 3.8696203175290954e-17, '*CH2OH': 2.2382744092583898e-21, '*CH': 2.183372157850717e-12, '*O': 1.6817369930660202e-26, '*CH3OH': 2.958127675415027e-24, '*CH2': 1.669284174984071e-16, '*OH': 3.209409083412519e-19, '*CH3': 1.5123346677343851e-12, '*H2O': 2.6896743484903236e-23, '*CH4': 1.618115523897511e-19}",7.693685816824325e-05,1.321293687115914e-10,5.735334676856352e-14,9.851400544415481e-08
205,Cd1Cu3,-0.2,2,"{'*CO': 0.9999999999802508, '*CHO': 2.0037503138521186e-14, '*COH': 1.4934848262181013e-15, '*CH2O': 2.264991368253623e-22, '*CHOH': 3.69086246034345e-21, '*C': 1.9318950786621077e-11, '*CH3O': 1.722490324743693e-18, '*CH2OH': 1.0910401840806364e-22, '*CH': 2.6471908011442857e-13, '*O': -5.843796098921389e-28, '*CH3OH': 5.506833156787702e-26, '*CH2': 1.540616396210495e-17, '*OH': -4.8136835476590366e-20, '*CH3': 1.441868351786395e-13, '*H2O': 2.686374857067784e-23, '*CH4': 7.041589277076111e-21}",7.693685817845564e-05,4.4962872611431476e-12,1.0676865446436706e-15,4.287055856775867e-09
206,Cd1Cu3,-0.2,3,"{'*CO': 0.9999999999974365, '*CHO': 1.9949039884533216e-15, '*COH': 1.48620371565144e-16, '*CH2O': 7.489280734312679e-24, '*CHOH': 1.9935377508292534e-22, '*C': 2.5152296704536326e-12, '*CH3O': 7.480607727470064e-20, '*CH2OH': 5.186849398751425e-24, '*CH': 3.212770971255947e-14, '*O': 1.6648039724855573e-29, '*CH3OH': 2.0461218715616228e-27, '*CH2': 1.427759392370889e-18, '*OH': 6.913760213835761e-22, '*CH3': 1.4076837697176215e-14, '*H2O': 2.6862329226534935e-23, '*CH4': 2.978418686539964e-22}",7.693685817977785e-05,1.486714608841028e-13,3.96710183288324e-17,1.813318948982671e-10
207,Cd1Cu3,-0.2,4,"{'*CO': 0.999999999999659, '*CHO': 1.9875703253983079e-16, '*COH': 1.4788925783950245e-17, '*CH2O': 2.4137595480179418e-25, '*CHOH': 1.0015125773784228e-23, '*C': 3.3555521249295543e-13, '*CH3O': 2.476376127582624e-21, '*CH2OH': 2.496630094403052e-25, '*CH': 3.9112018068435236e-15, '*O': -3.0638051968935967e-27, '*CH3OH': 4.376927121970431e-28, '*CH2': 1.3314994360774494e-19, '*OH': -3.575732502013104e-19, '*CH3': 1.3645033507866858e-15, '*H2O': 2.686217479317192e-23, '*CH4': 1.2269911806940922e-23}",7.693685817994884e-05,4.791610449086908e-15,8.486159035440583e-18,7.470159812440788e-12
208,Cd1Cu3,-0.2,5,"{'*CO': 0.999999999999945, '*CHO': 1.9801074005961405e-17, '*COH': 1.4720315094400327e-18, '*CH2O': 7.576690658732841e-27, '*CHOH': 3.8059073168529176e-25, '*C': 5.435146125802355e-14, '*CH3O': 1.3111164372865423e-22, '*CH2OH': 8.299268465184818e-27, '*CH': 4.777241103122038e-16, '*O': 8.809666575345864e-32, '*CH3OH': 1.5209701651794243e-28, '*CH2': 1.2499365640693706e-20, '*OH': 2.911102263895841e-23, '*CH3': 1.313511430303165e-16, '*H2O': 2.6862264845925496e-23, '*CH4': 4.92409096677784e-25}",7.693685817997085e-05,1.504066557072552e-16,2.9489169799250145e-18,2.9978818943297694e-13
209,Cd1Cu3,-0.2,6,"{'*CO': 0.9999999999999788, '*CHO': 1.972599021887977e-18, '*COH': 1.4657843628898593e-19, '*CH2O': 2.316431337673979e-28, '*CHOH': 7.845065898381997e-27, '*C': 2.115970568708599e-14, '*CH3O': 5.5479382228579494e-24, '*CH2OH': 1.4230008655865744e-28, '*CH': 6.130907195396107e-17, '*O': 6.8710538787477e-30, '*CH3OH': 5.521989298090409e-29, '*CH2': 1.2372064779315615e-21, '*OH': 2.771548914166051e-22, '*CH3': 1.3149141460260916e-17, '*H2O': 2.6862263690179926e-23, '*CH4': 2.0157820515963858e-26}",7.693685817997345e-05,4.598401945755245e-18,1.0706250771317436e-18,1.2272471317077782e-14
210,Cd1Cu3,-0.1,0,"{'*CO': 0.999999999962804, '*CHO': 4.088328773059036e-14, '*COH': 3.0510208076580446e-15, '*CH2O': 6.466618541427661e-22, '*CHOH': 9.055507604761931e-21, '*C': 3.634735744222119e-11, '*CH3O': 4.527375659720777e-18, '*CH2OH': 2.7836051053770857e-22, '*CH': 5.088728033920017e-13, '*O': 1.547178199575467e-27, '*CH3OH': 1.8599628299887773e-25, '*CH2': 3.2215585947818414e-17, '*OH': 3.8855231479186684e-20, '*CH3': 2.9587928983762103e-13, '*H2O': 2.686623331203813e-23, '*CH4': 1.8648899279737065e-20}",7.693685817711333e-05,1.283703548632575e-11,3.606169336488105e-15,1.135381087402507e-08
211,Cd1Cu3,-0.1,1,"{'*CO': 0.9999999999951799, '*CHO': 4.074329624720096e-15, '*COH': 3.0366793400693904e-16, '*CH2O': 2.157885507482621e-23, '*CHOH': 4.938931592341639e-22, '*C': 4.725059755224327e-12, '*CH3O': 1.9820909031629905e-19, '*CH2OH': 1.3368930849263224e-23, '*CH': 6.171032024454153e-14, '*O': 5.6955684796564205e-28, '*CH3OH': 4.7245250225637724e-27, '*CH2': 2.9802756262623835e-18, '*OH': 4.0267400313050414e-20, '*CH3': 2.895508872256049e-14, '*H2O': 2.6862401985112625e-23, '*CH4': 7.953934792226364e-22}",7.693685817960423e-05,4.283668915604047e-13,9.160095562739311e-17,4.842509464695454e-10
212,Cd1Cu3,-0.1,2,"{'*CO': 0.9999999999993673, '*CHO': 4.0594961083943886e-16, '*COH': 3.021620380656865e-17, '*CH2O': 7.011963319161892e-25, '*CHOH': 2.5680120272685516e-23, '*C': 6.219645151924082e-13, '*CH3O': 8.458913060811223e-21, '*CH2OH': 6.416765422250629e-25, '*CH': 7.505040145275814e-15, '*O': 1.5303158135630647e-30, '*CH3OH': 6.3281766816106735e-28, '*CH2': 2.7737902359241178e-19, '*OH': 8.301384156512376e-23, '*CH3': 2.8127798558271076e-15, '*H2O': 2.6862271573881054e-23, '*CH4': 3.3034345051556133e-23}",7.69368581799264e-05,1.3919612140446932e-14,1.2269318685922964e-17,2.011194870296636e-11
213,Cd1Cu3,-0.1,3,"{'*CO': 0.999999999999908, '*CHO': 4.0443291769193195e-17, '*COH': 3.007287938078795e-18, '*CH2O': 2.2190816678736483e-26, '*CHOH': 1.1039634762430913e-24, '*C': 9.092848599312402e-14, '*CH3O': 3.5249427616235197e-22, '*CH2OH': 2.5204519741560636e-26, '*CH': 9.15755696096208e-16, '*O': 6.815833695262122e-32, '*CH3OH': 2.1017913534864715e-28, '*CH2': 2.5985685720266347e-20, '*OH': 1.724933273798279e-23, '*CH3': 2.7135148512310455e-16, '*H2O': 2.686226526351338e-23, '*CH4': 1.336526671239279e-24}",7.6936858179968e-05,4.405150842755585e-16,4.075036021383545e-18,8.137033081011294e-13
214,Cd1Cu3,-0.1,4,"{'*CO': 0.9999999999999758, '*CHO': 4.029025671991154e-18, '*COH': 2.9941348650619244e-19, '*CH2O': 6.839988935955653e-28, '*CHOH': 2.8029660519088245e-26, '*C': 2.4140654496849054e-14, '*CH3O': 1.4336263463568746e-23, '*CH2OH': 5.419348275990082e-28, '*CH': 1.1203266839772298e-16, '*O': 1.6507824185000608e-30, '*CH3OH': 7.339019592286415e-29, '*CH2': 2.449112237895007e-21, '*OH': 1.3597804287431117e-22, '*CH3': 2.597814861005956e-17, '*H2O': 2.686226327110287e-23, '*CH4': 5.263818116221514e-26}",7.693685817997322e-05,1.357822177609894e-17,1.422918081311786e-18,3.204714358816248e-14
215,Cd1Cu3,-0.1,5,"{'*CO': 0.9999999999999812, '*CHO': 4.013720322002645e-19, '*COH': 2.982341259561559e-20, '*CH2O': 2.774346344147846e-29, '*CHOH': -1.082616481143135e-27, '*C': 1.8763894487009067e-14, '*CH3O': -1.0441813355800964e-19, '*CH2OH': 2.9020860872288885e-24, '*CH': 1.4127965051272853e-17, '*O': -1.7029129418895188e-24, '*CH3OH': 2.538698911159887e-29, '*CH2': 2.393174494332568e-22, '*OH': -1.35902427729047e-17, '*CH3': 2.540344249177597e-18, '*H2O': 2.6862128250378513e-23, '*CH4': 2.0770849558790857e-27}",7.693685817997363e-05,5.507419719135201e-19,4.9221296363518e-19,1.2645680105836832e-15
216,Cd1Cu3,-0.1,6,"{'*CO': 0.9999999999999973, '*CHO': 3.9985407354144023e-20, '*COH': 2.9719648976932028e-21, '*CH2O': -6.303924721273135e-31, '*CHOH': 4.344899021536945e-28, '*C': 2.8081646696040847e-15, '*CH3O': -1.4051960919356942e-20, '*CH2OH': -1.8702403738388181e-25, '*CH': 2.272482336597872e-19, '*O': -1.0067945178071208e-24, '*CH3OH': 6.475486121568952e-31, '*CH2': 2.728828510722262e-24, '*OH': -8.192356675735619e-19, '*CH3': 2.8543728765768035e-20, '*H2O': 2.684249744675209e-23, '*CH4': 9.134583507804958e-30}",0.0014563751976505194,-1.2514068184427584e-20,1.2554928041544325e-20,5.561244708188631e-18
217,Cd1Cu3,-0.0,0,"{'*CO': 0.9999999999988175, '*CHO': 8.291188926812253e-16, '*COH': 6.17380588766816e-17, '*CH2O': 2.0318134833110624e-24, '*CHOH': 6.478628704804013e-23, '*C': 1.1613782025108322e-12, '*CH3O': 2.2518280736625205e-20, '*CH2OH': 1.6863792777803804e-24, '*CH': 1.4405698860379063e-14, '*O': 4.459555275523473e-30, '*CH3OH': 9.824379233283115e-28, '*CH2': 5.782026428463427e-19, '*OH': 2.1369197954328503e-22, '*CH3': 5.794409326220888e-15, '*H2O': 2.68622828041318e-23, '*CH4': 8.871578885604931e-23}",7.69368581798841e-05,4.0334003961676256e-14,1.9047894167492508e-17,5.4011889502740415e-11
218,Cd1Cu3,-0.0,1,"{'*CO': 0.9999999999998371, '*CHO': 8.260422636045976e-17, '*COH': 6.143963177402086e-18, '*CH2O': 6.48289585508078e-26, '*CHOH': 3.038935028741652e-24, '*C': 1.604067732970422e-13, '*CH3O': 5.448878264807126e-22, '*CH2OH': 7.402926814131118e-26, '*CH': 1.7559508199803701e-15, '*O': -7.7607962198488835e-28, '*CH3OH': 2.903079694396138e-28, '*CH2': 5.4056871515492666e-20, '*OH': -9.886408877468784e-20, '*CH3': 5.601880237137919e-16, '*H2O': 2.686218031519826e-23, '*CH4': 3.618512595210591e-24}",7.693685817996254e-05,1.286934796179473e-15,5.628605478839478e-18,2.2030205101438325e-12
219,Cd1Cu3,-0.0,2,"{'*CO': 0.9999999999999674, '*CHO': 8.229256786396785e-18, '*COH': 6.116329880771185e-19, '*CH2O': 2.0146287440728218e-27, '*CHOH': 9.414903225480477e-26, '*C': 3.243486214145084e-14, '*CH3O': 3.874281157629896e-23, '*CH2OH': 1.9290086197218274e-27, '*CH': 2.1471706447348423e-16, '*O': 4.02130198158171e-31, '*CH3OH': 1.019554071415492e-28, '*CH2': 5.086795724029923e-21, '*OH': 6.702716259297361e-23, '*CH3': 5.3775436818146946e-17, '*H2O': 2.686226522646327e-23, '*CH4': 1.4375395121032664e-25}",7.693685817997257e-05,3.999286568977836e-17,1.9767516694149933e-18,8.752018808625728e-14
220,Cd1Cu3,-0.0,3,"{'*CO': 0.999999999999981, '*CHO': 8.198006320511548e-19, '*COH': 6.091388717095332e-20, '*CH2O': 6.097929990638236e-29, '*CHOH': 1.5338748134517254e-27, '*C': 1.9047051508951403e-14, '*CH3O': 1.6265289156713192e-24, '*CH2OH': 2.6209429648678087e-29, '*CH': 2.7239494521506226e-17, '*O': 3.9741010127961936e-29, '*CH3OH': 3.611358429609549e-29, '*CH2': 4.985055609997274e-22, '*OH': 6.6575347626858215e-22, '*CH3': 5.30014854085641e-18, '*H2O': 2.6862263041566006e-23, '*CH4': 5.7515941427015135e-27}",7.693685817997361e-05,1.2105143233896558e-18,7.001844242233793e-19,3.501681845398391e-15
221,Cd1Cu3,-0.0,4,"{'*CO': 0.9999999999999925, '*CHO': 8.166931670405655e-20, '*COH': 6.069324734765184e-21, '*CH2O': 1.79730447726929e-30, '*CHOH': -2.1342283626249743e-28, '*C': 7.604944145013148e-15, '*CH3O': -1.323256468249765e-19, '*CH2OH': -1.1546012173982213e-29, '*CH': 1.2400958207360317e-18, '*O': 8.004225225332661e-24, '*CH3OH': 4.316199317603837e-30, '*CH2': 1.7658832236490054e-23, '*OH': 1.3276361988006746e-17, '*CH3': 1.8840560934625232e-19, '*H2O': 2.685536140153353e-23, '*CH4': 8.140923723186682e-29}",7.69368581799745e-05,3.5678710916114e-20,8.368417571768226e-20,4.9562631122990694e-17
222,Cd1Cu3,-0.0,5,"{'*CO': 0.9999999999999998, '*CHO': 8.136286080332664e-21, '*COH': 6.050113652564502e-22, '*CH2O': 5.459023001487881e-32, '*CHOH': -8.158782711268733e-29, '*C': 1.5645408820265844e-17, '*CH3O': 2.1623338913487822e-19, '*CH2OH': 7.671291103599021e-32, '*CH': -1.7264890279581656e-22, '*O': -2.9759739647321157e-22, '*CH3OH': -1.9918749563532798e-29, '*CH2': -2.573055144370335e-27, '*OH': -4.932106406481998e-17, '*CH3': 2.194827751675423e-22, '*H2O': 2.6832403971469786e-23, '*CH4': 3.70390602690368e-32}",-0.0013025014812905694,1.0836834048865531e-21,-3.861925772873172e-19,2.3017377995943095e-20
223,Cd1Cu3,-0.0,6,"{'*CO': 1.0000000000000002, '*CHO': 8.10630852518676e-22, '*COH': 6.033539283216513e-23, '*CH2O': -1.484646033495372e-32, '*CHOH': -2.0589748944243224e-30, '*C': -1.7953091461455372e-17, '*CH3O': -2.786541213978162e-17, '*CH2OH': 4.075292295036438e-26, '*CH': -7.807197732059016e-23, '*O': -1.300371040492717e-20, '*CH3OH': 1.0497605109147608e-35, '*CH2': 2.839830148994935e-29, '*OH': -2.1467613325231148e-16, '*CH3': 1.6579694209441707e-25, '*H2O': 2.502929276749254e-23, '*CH4': 8.661107601489663e-36}",7.693685817997509e-05,-2.9472055131313264e-22,2.0353171063852598e-25,-1.901006056341757e-20
224,Co1Cu3,-1.5,0,"{'*CO': 0.9998840518133036, '*CHO': 4.663267023216851e-13, '*COH': 1.067175423690887e-08, '*CH2O': 1.09296257186292e-14, '*CHOH': 1.3441974384715938e-10, '*C': 1.123159785775934e-05, '*CH3O': 7.2448179975152485e-16, '*CH2OH': 1.7099953146788189e-12, '*CH': 1.743843839895719e-08, '*O': 9.33322759079077e-19, '*CH3OH': 1.650097010808828e-13, '*CH2': 7.078813434621824e-08, '*OH': 2.3684283871155176e-13, '*CH3': 0.00010459478328704132, '*H2O': 1.0964825835319953e-15, '*CH4': 1.3665046421662223e-08}",-56565.28924176016,2.0632091364419986e-14,1.0054456278255786e-06,56565.28938846476
225,Co1Cu3,-1.5,1,"{'*CO': 0.999926382752292, '*CHO': 1.9060636659075445e-13, '*COH': 4.096198776210915e-09, '*CH2O': 3.88773644816498e-15, '*CHOH': 3.4952357024012765e-11, '*C': 7.321278593484006e-06, '*CH3O': 2.319038697164472e-16, '*CH2OH': 2.971845364434208e-13, '*CH': 7.4430053502762495e-09, '*O': 2.1661353595446066e-19, '*CH3OH': 2.3473694974622238e-14, '*CH2': 3.4439315411799645e-08, '*OH': 3.832778353352553e-14, '*CH3': 6.624173219762658e-05, '*H2O': 2.0157383438156699e-16, '*CH4': 4.9347885711637415e-09}",-20427.133313785816,7.338964358368327e-15,1.430311298459745e-07,20427.13346758827
